会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
極洋,1301,水産・農林業,プライム（内国株式）,JP,2025-03-31,東京都,62237257728.0,0.84119934,18.23243,9.090909,6.540848891265951,0.22559999,0.024621213,576.4,287.4,548.6136783733826,302681000000.0,11080000000.0,0.044689998,6740000000.0,0.0,,0.3652267498366435,113763000000.0,74995000000.0,134258000000.0,79916000000.0,7514000000.0,14053000000.0,30332100000.0,0.4873624113157841
Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,130A,医薬品,グロース（内国株式）,JP,2024-12-31,東京都,3094353408.0,1.734621,,,,0.0,0.0,-51.13,,,194643000.0,-212850000.0,-4.32034,-236442000.0,0.0,-0.21319,0.9824758843873472,39410000.0,39410000.0,2232073000.0,,2173358000.0,,2192663000.0,0.708601349261267
ニッスイ,1332,水産・農林業,プライム（内国株式）,JP,2025-03-31,東京都,446266245120.0,1.5714353,16.56535,16.778791,11.834896725679725,0.3418,0.019769358,87.7,88.83,76.66999989893061,886126000000.0,31783000000.0,0.049089998,25381000000.0,0.03085,0.1066,0.4363657269585653,348939000000.0,226179000000.0,332568000000.0,215270000000.0,14707000000.0,30453000000.0,4946100000.0,0.0110832940068545
マルハニチロ,1333,水産・農林業,プライム（内国株式）,JP,2025-03-31,東京都,225556758528.0,0.9421143,5.6881437,10.288236,6.812013965880467,0.2529,0.024028178,145.02,262.3,137.8699996778207,1078631000000.0,30382000000.0,0.03536,23264000000.0,0.01611,0.08513,0.3369998429267877,405816000000.0,236915000000.0,414576000000.0,270911000000.0,49240000000.0,44671000000.0,40029700000.0,0.1774706298371938
ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,135A,情報・通信業,グロース（内国株式）,JP,2025-02-28,東京都,27485837312.0,18.609226,,76.91868,208.32058162532823,0.0,0.0,34.92,,32.69000089606134,2144641000.0,594987000.0,-0.036140002,425072000.0,0.13646,,0.7590650897301636,451393000.0,451393000.0,1539832000.0,5200000.0,488886000.0,,1088439000.0,0.0395999942677678
ユキグニファクトリー,1375,水産・農林業,プライム（内国株式）,JP,2025-03-31,新潟県,43671691264.0,3.0031428,6.93038,51.822056,30.64769790717231,0.7579,0.014625229,21.13,158.0,33.84731101918014,53139000000.0,2420000000.0,0.51014,1502000000.0,0.03839,0.1008,0.3265554029787683,25343000000.0,9502000000.0,11501000000.0,17159000000.0,3903000000.0,186000000.0,-13711800000.0,-0.3139745588763832
カネコ種苗,1376,水産・農林業,スタンダード（内国株式）,JP,2025-05-31,群馬県,16580845568.0,0.65859884,,13.004214,13.174118542927111,0.32700002,0.024787998,116.27,,103.28880898088056,64508666000.0,1511651000.0,0.0072899996,1200256000.0,0.01991,0.05234,0.5071656318283071,24306507000.0,22983956000.0,38277060000.0,,1934582000.0,2264370000.0,15555612000.0,0.9381675944212016
サカタのタネ,1377,水産・農林業,プライム（内国株式）,JP,2025-05-31,神奈川県,179392413696.0,1.0799983,20.123253,15.872719,9.039632492444692,0.2992,0.018779343,267.44,210.95,365.2200012116753,92920000000.0,12258000000.0,0.099709995,9711000000.0,0.11773,0.07039,0.844585466997581,29220000000.0,20037000000.0,113848000000.0,2868000000.0,29525000000.0,18464000000.0,97552800000.0,0.5437955707832431
ホクト,1379,水産・農林業,プライム（内国株式）,JP,2025-03-31,長野県,62003445760.0,0.99977136,,11.2486515,16.661453703220026,0.284,0.0249004,176.11,,106.37999937711116,83104000000.0,6628000000.0,0.16868,4441000000.0,0.07396,0.107080005,0.5278479836461625,50813000000.0,24823000000.0,38621000000.0,33066000000.0,16323000000.0,8374000000.0,-6330200000.0,-0.1020943259267015
Ｃｏｃｏｌｉｖｅ,137A,情報・通信業,グロース（内国株式）,JP,2025-05-31,,2173134336.0,5.875767,,11.68156,34.798378716452746,,0.0,,,46.869999699982,1301771000.0,279617000.0,,209170000.0,,,0.8409387789823908,168282000.0,168279000.0,1020383000.0,,,,852101000.0,0.3921069148299537
秋川牧園,1380,水産・農林業,スタンダード（内国株式）,JP,2025-03-31,山口県,4323379712.0,1.9458283,,45.047783,43.807136586408845,0.4337,0.009643202,23.02,,23.576397217558167,7957457000.0,-3198000.0,0.03281,28185000.0,0.01568,0.060229998,0.3061820142338247,4939245000.0,2688933000.0,2933981000.0,3422129000.0,968035000.0,118784000.0,-1922115200.0,-0.4445862561331277
アクシーズ,1381,水産・農林業,スタンダード（内国株式）,JP,2025-06-30,,23248873472.0,1.0368346,,10.3949585,13.101524912478244,0.2824,0.027075812,398.27,,220.6307760878976,26426000000.0,2121000000.0,0.1065,1720000000.0,0.07974,0.10371,0.8613758723828514,3476000000.0,2945000000.0,13081000000.0,69000000.0,7743000000.0,631000000.0,10046700000.0,0.4321370672905867
ホーブ,1382,水産・農林業,スタンダード（内国株式）,JP,2024-06-30,東京都,1418190464.0,2.0030208,,57.46913,11.78593650794655,1.5413,0.027027028,32.4,,144.87458547433815,2519019000.0,32705000.0,0.051009998,20012000.0,-0.0029199999,-0.00958,0.684833811158508,354197000.0,205032000.0,984893000.0,8012000.0,351517000.0,,630696000.0,0.4447188272731187
ベルグアース,1383,水産・農林業,スタンダード（内国株式）,JP,2025-10-31,愛媛県,5209158656.0,2.462959,,107.53221,121.58375629843808,0.3309,0.0030627872,30.27,,25.001799884181366,7303461000.0,-32625000.0,0.07502,48327000.0,0.00657,0.024230001,0.3492256757851886,3884380000.0,2029743000.0,2839029000.0,2407842000.0,878211000.0,173520000.0,-923887000.0,-0.1773581994735082
ホクリヨウ,1384,水産・農林業,スタンダード（内国株式）,JP,2025-03-31,北海道,26053357568.0,2.6314082,,8.810573,5.08265638540701,0.20030001,0.003125,349.58,,195.769719011344,19397000000.0,1932000000.0,0.14823,2181000000.0,0.07208,0.11241999,0.7364696086594504,5064000000.0,3555000000.0,6795000000.0,1519000000.0,4194000000.0,530000000.0,2102000000.0,0.0806805800179006
光フードサービス,138A,小売業,グロース（内国株式）,JP,2024-11-30,愛知県,2839104000.0,2.16709,,26.665424,,0.1863,0.013736264,107.33,,,2566847000.0,217082000.0,0.06944,100327000.0,0.0358,0.080129996,0.5178734835211373,1161221000.0,519436000.0,1502113000.0,749016000.0,1321909000.0,,340892000.0,0.1200702756926128
エムビーエス,1401,建設業,グロース（内国株式）,JP,2025-05-31,山口県,10598878208.0,2.9664955,,20.919415,13.66539218488426,0.1368,0.0,73.09,,54.04999951153794,4713000000.0,626045000.0,0.18268,472287000.0,0.10812,0.14659001,0.7577554803440234,1181763000.0,1169950000.0,3290133000.0,10775000.0,1827413000.0,712307000.0,2606984900.0,0.245968002352575
ウエストホールディングス,1407,建設業,スタンダード（内国株式）,JP,2025-08-31,広島県,67103490048.0,1.9991446,6.3967333,12.531476,17.193010869057378,0.48119998,0.037334867,135.02,264.51,147.9699992085784,47250000000.0,8647000000.0,0.023599999,5357000000.0,0.11018,0.16728,0.2438436578568255,112011000000.0,39666000000.0,89170000000.0,94121000000.0,35564000000.0,1722000000.0,-21635600000.0,-0.3224213820253429
ショーボンドホールディングス,1414,建設業,プライム（内国株式）,JP,2025-06-30,東京都,285542776832.0,2.7327077,4.5198827,19.492584,20.06435257881782,0.67120004,0.019506648,72.13,311.07,68.42985474006116,90712000000.0,20794000000.0,0.23368,15061000000.0,0.16753,0.1387,0.8137586620727033,22763000000.0,20538000000.0,100241000000.0,,32523000000.0,10286000000.0,84678200000.0,0.2965517143857597
ミライト・ワン,1417,建設業,プライム（内国株式）,JP,2025-03-31,東京都,344711331840.0,1.3102441,17.871754,17.241686,13.30941393022194,0.3545,0.020140987,225.5,217.55,133.33999944685442,578599000000.0,27985000000.0,0.06283,17179000000.0,0.038039997,0.08816,0.4862953960936439,267864000000.0,160983000000.0,321194000000.0,127491000000.0,53475000000.0,19397000000.0,66907900000.0,0.1940983478635849
インターライフホールディングス,1418,建設業,スタンダード（内国株式）,JP,2025-02-28,東京都,8819740672.0,1.9586374,,9.191001,7.743214526691384,0.4789,0.051282052,62.67,,24.82373427926475,16940669000.0,875644000.0,0.04224,705077000.0,0.05312,0.20125,0.4465537708712912,5223472000.0,4049042000.0,6957357000.0,1749188000.0,1513427000.0,536023000.0,2109101100.0,0.2391341399295056
タマホーム,1419,建設業,プライム（内国株式）,JP,2025-05-31,東京都,112908877824.0,4.1016016,,46.51302,13.855406473754714,2.3339,0.050128534,83.74,,301.9400024653374,200817000000.0,4113000000.0,0.055809997,1478000000.0,0.01239,0.08319,0.3710212129748001,58028000000.0,44837000000.0,67570000000.0,19049000000.0,31001000000.0,315000000.0,9762500000.0,0.086463528715763
トライアルホールディングス,141A,小売業,グロース（内国株式）,JP,2025-06-30,福岡県,563111460864.0,4.3783293,32.661175,58.47953,22.848431929108937,0.2035,0.0035714286,78.66,140.84,108.7899999402744,803829000000.0,21106000000.0,0.032420002,11752000000.0,0.0089300005,0.079780005,0.4200137869942687,171257000000.0,151064000000.0,143172000000.0,38558000000.0,72325000000.0,5741000000.0,-24066300000.0,-0.0427380752703457
サンヨーホームズ,1420,建設業,スタンダード（内国株式）,JP,2025-03-31,大阪府,8229510656.0,0.5483662,,7.473717,12.306734613165746,0.2602,0.0349162,96.07,,58.30869212387968,45518339000.0,956035000.0,-0.01666,673078000.0,0.010829999,0.0348,0.3030685213634473,35232145000.0,23316348000.0,45291402000.0,18407000000.0,10432054000.0,30140000.0,10080355000.0,1.224903329173112
日本アクア,1429,建設業,プライム（内国株式）,JP,2024-12-31,東京都,26935275520.0,2.314661,10.182704,13.157066,12.483100258452628,0.5352,0.04107981,63.54,82.1,63.81999913959351,30265345000.0,2575689000.0,0.11022,1839630000.0,0.05631,0.17096001,0.4381016391725086,13525928000.0,13415988000.0,18819894000.0,4526173000.0,2263300000.0,3380000.0,5296332000.0,0.1966318108039163
ジンジブ,142A,サービス業,グロース（内国株式）,JP,2025-03-31,大阪府,1660287232.0,4.0115294,,7.282913,24.736678702143116,0.0,0.0,78.54,,62.6599883785414,2400260000.0,62546000.0,-0.07661,-184425000.0,-0.06382,-0.32996,0.1864782130386951,1700830000.0,1339666000.0,1843605000.0,514605000.0,1593893000.0,50000.0,142810000.0,0.0860152371514473
ファーストコーポレーション,1430,建設業,スタンダード（内国株式）,JP,2025-05-31,東京都,12961797120.0,1.3123215,6.714286,10.256166,9.295180831931788,0.3984,0.038781162,105.4,161.0,79.10999787263096,43194307000.0,2579580000.0,0.06929,1669537000.0,0.040349998,0.13269,0.3921653338229589,15128862000.0,11596123000.0,24208066000.0,4714443000.0,5400034000.0,32033000.0,9101627100.0,0.702188671504218
Ｌｉｂ　Ｗｏｒｋ,1431,建設業,グロース（内国株式）,JP,2025-06-30,熊本県,15274845184.0,3.3159041,,30.961359,40.90476532503366,0.30200002,0.0048929662,21.22,,17.221355024098628,16004726000.0,833260000.0,0.1,494687000.0,0.015369999,0.04996,0.4091264885898282,6808925000.0,4866377000.0,9304283000.0,3813001000.0,3897392000.0,10030000.0,2502379000.0,0.1638235261867777
ベステラ,1433,建設業,プライム（内国株式）,JP,2025-01-31,東京都,11577667584.0,2.1277628,15.276443,22.47171,37.46680129606384,0.44169998,0.01968504,56.56,83.2,26.08257492101772,10897473000.0,373634000.0,0.104449995,409806000.0,0.057140004,0.12037,0.4393745681328702,6192955000.0,5293229000.0,7130366000.0,3752104000.0,1599484000.0,3403448000.0,3319824600.0,0.2867438174324422
ＪＥＳＣＯホールディングス,1434,建設業,スタンダード（内国株式）,JP,2025-08-31,東京都,13922872320.0,1.828585,42.163868,12.920047,5.05818790494463,0.19319999,0.014771049,155.34,47.6,146.62999513048194,19067640000.0,1721776000.0,0.1189,1076152000.0,0.0704,0.18907,0.4236105204590327,10086303000.0,5479494000.0,14205868000.0,5557899000.0,3059019000.0,254604000.0,4297787800.0,0.3086854279218154
ｒｏｂｏｔ　ｈｏｍｅ,1435,不動産業,スタンダード（内国株式）,JP,2024-12-31,東京都,18066718720.0,1.6183575,3.4565778,32.26324,16.811815215124877,0.3205,0.01,6.23,58.15,9.86101005515986,13157735000.0,1043975000.0,0.11085,912829000.0,0.08266,0.19454001,0.7034606737293668,3922976000.0,3020042000.0,9823637000.0,1321375000.0,6501814000.0,1038034000.0,6627284800.0,0.3668228250359344
グリーンエナジー＆カンパニー,1436,建設業,グロース（内国株式）,JP,2025-04-30,東京都,11934246912.0,2.210045,,35.33504,11.31338720201059,0.1586,0.0043771043,81.93,,80.53000055322123,11616630000.0,543538000.0,0.06834,275507000.0,0.02473,0.06567,0.3904340882379711,8254681000.0,4266622000.0,11249763000.0,5757725000.0,979374000.0,234450000.0,3159197000.0,0.2647169128722648
岐阜造園,1438,建設業,スタンダード（内国株式）,JP,2025-09-30,岐阜県,6099120640.0,1.4128147,,15.948422,19.053040340104303,0.3055,0.018997362,117.88,,104.75999117522984,6271357000.0,538283000.0,0.15935999,384527000.0,0.07191,0.11375,0.7174932608629039,1631853000.0,1395368000.0,3861351000.0,251936000.0,2631424000.0,369608000.0,2488223600.0,0.4079643192629159
イシン,143A,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,1555823488.0,1.2986887,,11.249302,28.652719494136,0.0,0.0,71.56,,75.56001797466674,1393451000.0,245115000.0,-0.17687,177571000.0,0.050580002,0.01154,0.5458102101709206,519220000.0,517700000.0,1734316000.0,,1399156000.0,392647000.0,1489948900.0,0.957659343422896
技研ホールディングス,1443,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,5438497280.0,0.4405269,,9.049163,7.995471927681869,0.0297,0.0033033034,37.02,,27.36193409300893,4906440000.0,623987000.0,0.16655001,491949000.0,0.12366,0.05262,0.6752903923732716,5248911000.0,2260660000.0,4082888000.0,3305471000.0,1648906000.0,5911023000.0,2971693100.0,0.5464180539224247
ニッソウ,1444,建設業,グロース（内国株式）,JP,2024-07-31,東京都,2935107840.0,1.7439742,,14.492753,36.90175712599332,0.0,0.0,186.3,,63.92649520578895,4678961000.0,56392000.0,-0.0016300001,25154000.0,0.036140002,0.12173,0.5424336375922353,1266260000.0,1114130000.0,2124963000.0,774358000.0,1382734000.0,33090000.0,881866000.0,0.3004543778534556
キャンディル,1446,建設業,スタンダード（内国株式）,JP,2025-09-30,東京都,5474846720.0,1.861558,,27.930058,36.34150625941109,0.3779,0.013605442,21.16,,14.910000257225496,13860556000.0,420648000.0,0.03132,196374000.0,0.01498,0.07326,0.4714734524375009,3320208000.0,3063247000.0,3937226000.0,1220000000.0,1626858000.0,80428000.0,673317600.0,0.1229838266595343
ＳＡＡＦホールディングス,1447,建設業,グロース（内国株式）,JP,2025-03-31,東京都,10123987968.0,3.5349534,,45.856354,33.43494096673967,0.0,0.0,9.05,,7.587152011621884,28855658000.0,334000000.0,0.03835,-129176000.0,0.021,0.22805999,0.1558328199412921,14154678000.0,9510505000.0,10803735000.0,9484938000.0,3112252000.0,289202000.0,-3148501600.0,-0.3109942060334144
ＴＡＮＡＫＥＮ,1450,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,13865810944.0,1.5726218,6.2023344,9.443128,7.674269254093359,0.32580003,0.0,168.8,257.0,125.32984047871788,12286088000.0,2328357000.0,0.15767,1576283000.0,0.10307,0.17764,0.7223834386152076,3160179000.0,3044877000.0,9949416000.0,,4116146000.0,241968000.0,6958614600.0,0.5018541380741329
Ｌ　ｉｓ　Ｂ,145A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,4145963264.0,2.2447033,,57.785713,,0.0,0.0,14.0,,,1594038000.0,77143000.0,0.0809,42941000.0,0.06473,0.07762,0.6309998209297989,999414000.0,545541000.0,2240284000.0,758408000.0,1935112000.0,195309000.0,1377586300.0,0.3322717091976626
コロンビア・ワークス,146A,不動産業,スタンダード（内国株式）,JP,2024-12-31,東京都,32795549696.0,1.7248517,,12.180094,,0.16469999,0.0,348.93,,,20981000000.0,3893000000.0,0.13562,2238000000.0,0.09340999,0.23454,0.231843789522094,40085000000.0,9117000000.0,40764000000.0,37648000000.0,4293000000.0,7000000.0,683900000.0,0.0208534391507215
ソラコム,147A,情報・通信業,グロース（内国株式）,JP,2025-03-31,東京都,46005088256.0,4.163163,34.060402,87.72688,141.0501183034197,0.0,0.0,11.57,29.8,12.570000091641283,8993031000.0,656540000.0,0.09758,352716000.0,0.0,0.09277,0.7696783841113143,3048330000.0,2319939000.0,12308184000.0,950167000.0,8917773000.0,161600000.0,9372974000.0,0.2037377680452025
ハッチ・ワーク,148A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,3561209600.0,3.8180623,,17.421831,,0.0,0.0,106.82,,,2367523000.0,183253000.0,0.075830005,130952000.0,0.080699995,,0.3197329682066608,1653438000.0,1420487000.0,2102846000.0,527294000.0,1474198000.0,29500000.0,470058000.0,0.1319939157751344
中外鉱業,1491,非鉄金属,スタンダード（内国株式）,JP,2025-03-31,東京都,14713007104.0,1.5741792,,13.054597,39.6017305355875,0.2558,0.019212296,78.21,,15.171294313450147,162345165000.0,1417792000.0,0.009649999,1218720000.0,0.0058399998,0.15832,0.4951137534321178,8343687000.0,6940037000.0,13126548000.0,2766278000.0,4141237000.0,110071000.0,4859910700.0,0.3303138961088889
シンカ,149A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,2208657152.0,2.157703,,52.348484,,0.0,0.0,13.2,,,1232218000.0,78065000.0,0.06862,16073000.0,0.03206,,0.795806359218719,250945000.0,250944000.0,1105847000.0,90000000.0,972053000.0,,854902000.0,0.3870686761980521
ＪＳＨ,150A,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,2272105984.0,1.220912,9.011236,,24.035501873508927,0.0,0.0,-4.49,44.5,31.2870521263726,3967006000.0,176279000.0,-0.09876,144153000.0,-0.00567,,0.6834676567641275,944090000.0,657317000.0,1449568000.0,469964000.0,810824000.0,1851000.0,506773700.0,0.2230414001673612
住石ホールディングス,1514,鉱業,スタンダード（内国株式）,JP,2025-03-31,東京都,52046323712.0,1.873494,,16.474152,11.507686189271332,0.5679,0.03021148,52.81,,121.83117005345184,10264000000.0,48000000.0,0.03168,4195000000.0,0.36773998,0.11983,0.9647812166488794,1023000000.0,396000000.0,21227000000.0,63000000.0,15351000000.0,2806000000.0,22168200000.0,0.4259321008467081
日鉄鉱業,1515,鉱業,プライム（内国株式）,JP,2025-03-31,,288370262016.0,1.9094807,,29.411764,11.649083483300636,0.4026,0.013905818,124.61,,79.3760002779723,196766000000.0,10257000000.0,0.0846,9019000000.0,0.04953,0.07014,0.5890898038546251,88209000000.0,55606000000.0,101970000000.0,24367000000.0,38063000000.0,39161000000.0,41173700000.0,0.1427806727092945
三井松島ホールディングス,1518,その他製品,プライム（内国株式）,JP,2025-03-31,福岡県,57138806784.0,1.0782636,7.194001,7.3258452,2.286625799947341,0.19219999,0.010540185,202.98,206.7,241.8347574473531,60574000000.0,7619000000.0,0.16,8645000000.0,0.16667,0.18361999,0.5554422028955937,52148000000.0,43841000000.0,71175000000.0,33206000000.0,8973000000.0,10945000000.0,26688500000.0,0.4670818573599144
ダイブ,151A,サービス業,グロース（内国株式）,JP,2024-06-30,東京都,5677707264.0,2.191461,,12.180181,32.229811702314976,0.0,0.0,55.5,,38.05999976997863,,,0.07721,,0.03234,0.19674,0.43940040037581,2418957000.0,2176113000.0,3245993000.0,358887000.0,2038006000.0,,827036000.0,0.1456637268433852
カウリス,153A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,7220327424.0,4.54538,,22.369745,,0.0,0.0,49.71,,,1225271000.0,412666000.0,0.29407,276298000.0,0.23806,0.23095,0.6499495814594154,708522000.0,608520000.0,1827983000.0,250000000.0,1733104000.0,,1119461000.0,0.1550429688657842
情報戦略テクノロジー,155A,情報・通信業,グロース（内国株式）,JP,2024-12-31,東京都,9213528064.0,5.259436,,49.26108,,0.0,0.0,18.27,,,5847966000.0,413119000.0,0.08347999,273173000.0,0.03791,,0.6224297830439212,1062910000.0,1015768000.0,2587097000.0,323768000.0,1836750000.0,,1524187000.0,0.1654292459319088
マテリアルグループ,156A,サービス業,グロース（内国株式）,JP,2025-08-31,東京都,7797982720.0,3.79723,,17.269495,10.915077453646308,0.5439,0.030952381,47.83,,71.22999908457118,6288325000.0,832544000.0,0.16083,468946000.0,0.07406,0.24871,0.5538893248942766,1684038000.0,1563278000.0,2454902000.0,228014000.0,1261264000.0,,770864000.0,0.0988542842013376
グリーンモンスター,157A,サービス業,グロース（内国株式）,JP,2024-06-30,東京都,3330944000.0,2.4877198,,107.50507,,1.0142,0.009017132,9.86,,,1957473000.0,231030000.0,-0.03659,156190000.0,-0.00855,-0.0139999995,0.7957140641155427,377968000.0,289789000.0,1685577000.0,60802000.0,1490070000.0,50000000.0,1342609000.0,0.4030716217384621
ＩＮＰＥＸ,1605,鉱業,プライム（内国株式）,JP,2024-12-31,東京都,4273325473792.0,0.90267754,13.699702,11.123548,5.480411541463308,0.3025,0.026888948,330.56,268.4,345.0699999523428,,,0.56147,,0.19580999,0.08457,0.653284717518805,2243031000000.0,533663000000.0,870206000000.0,1063911000000.0,241675000000.0,123557000000.0,-1286335100000.0,-0.3010150076068395
アズパートナーズ,160A,サービス業,スタンダード（内国株式）,JP,2025-03-31,東京都,8958160896.0,1.749758,8.323353,7.9239907,,0.1743,0.021611001,315.75,300.6,,17917807000.0,1305131000.0,0.01444,956657000.0,0.05213,0.25823,0.1944621081790375,17244666000.0,8934178000.0,16352654000.0,9309737000.0,6855982000.0,,-892012000.0,-0.099575349265975
石油資源開発,1662,鉱業,プライム（内国株式）,JP,2025-03-31,東京都,603293024256.0,1.0689726,15.632047,6.949317,6.461005908002028,0.14739999,0.012842466,339.17,150.78,198.8851372637681,389082000000.0,62013000000.0,0.07131,81153000000.0,0.12412,0.084139995,0.7742716381210039,124344000000.0,49152000000.0,230838000000.0,0.0,118358000000.0,180280000000.0,232690000000.0,0.3856998019941647
Ｋ＆Ｏエナジーグループ,1663,鉱業,プライム（内国株式）,JP,2024-12-31,千葉県,137979707392.0,1.3087848,34.443703,16.52919,8.987659744623015,0.1726,0.0,312.78,150.1,241.569995691055,92421000000.0,8821000000.0,0.09554,6167000000.0,0.09172,0.088690005,0.8074376083116361,20042000000.0,13728000000.0,49178000000.0,913000000.0,28498000000.0,15837000000.0,40221900000.0,0.2915059088053411
タスキホールディングス,166A,不動産業,グロース（内国株式）,JP,2025-09-30,東京都,52009000960.0,1.7728709,,9.276764,11.21300841891508,0.39560002,0.04311377,90.98,,53.38576124000577,74412166000.0,8815405000.0,-0.01396,4933967000.0,0.052789997,,0.3834985579116227,50243159000.0,19745037000.0,75577167000.0,47005881000.0,26203066000.0,1137862000.0,26130511400.0,0.5024228675358889
リョーサン菱洋ホールディングス,167A,卸売業,プライム（内国株式）,JP,2025-03-31,東京都,129527816192.0,0.9632219,,17.54386,,0.7605,0.042682927,184.11,,,359811000000.0,8542000000.0,0.032780003,9387000000.0,0.0,,0.5702683707733556,99054000000.0,87242000000.0,190415000000.0,38396000000.0,30037000000.0,7986000000.0,96951200000.0,0.748497140230393
イタミアート,168A,その他製品,グロース（内国株式）,JP,2025-01-31,岡山県,1883069952.0,1.1918164,,4.2300963,,0.066,0.0153022185,302.83,,,3605561000.0,271569000.0,0.06431,165042000.0,0.11377,,0.330397790634227,2440840000.0,768663000.0,1165488000.0,2049719000.0,625764000.0,,-1275352000.0,-0.6772727686751384
ＳＤＳホールディングス,1711,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,2844680192.0,4.6395197,,,-45.59909825410381,0.0,0.0,-13.76,,-11.820409188716608,4035492000.0,-14691000.0,0.0533,-151714000.0,-0.01692,-0.069510005,0.1291914759763701,3966883000.0,2289630000.0,2596916000.0,3515521000.0,499637000.0,21930000.0,-1354616000.0,-0.4761927206473128
第一カッター興業,1716,建設業,スタンダード（内国株式）,JP,2025-06-30,神奈川県,17817960448.0,0.9014239,6.6303897,10.427226,8.779576300666097,0.2633,0.025510205,151.91,238.9,174.39151568714095,20228578000.0,1647409000.0,0.11812,1327762000.0,0.08399,0.08911,0.8643659488136177,2889484000.0,2204477000.0,14403164000.0,331475000.0,9929000000.0,1314110000.0,12433557000.0,0.6978103378490561
明豊ファシリティワークス,1717,サービス業,スタンダード（内国株式）,JP,2025-03-31,東京都,12593520640.0,2.1332324,13.092909,13.003885,12.451345101179292,0.5162,0.0,82.36,81.8,67.85000211936068,5716853000.0,1226695000.0,0.15328,910529000.0,0.15847999,0.17406,0.6972469510254472,2430460000.0,1605283000.0,6324955000.0,,829338000.0,612580000.0,4323301000.0,0.3432956616014249
美樹工業,1718,建設業,スタンダード（内国株式）,JP,2024-12-31,兵庫県,8962280448.0,0.52030724,,9.191176,5.542101119155466,0.2802,0.0,892.16,,767.9797065945335,27292198000.0,1134579000.0,0.05827,658231000.0,0.04346,0.0929,0.4832416805090492,14683711000.0,9076830000.0,15506712000.0,7254692000.0,2572905000.0,770584000.0,1362409800.0,0.1520159749412921
安藤・間,1719,建設業,プライム（内国株式）,JP,2025-03-31,東京都,331089346560.0,1.765054,21.954262,12.515555,12.258179830431194,0.4148,0.037789326,168.75,96.2,88.64000026979058,425160000000.0,35244000000.0,0.07779,26444000000.0,0.0,,0.4602633517396377,199792000000.0,186473000000.0,287813000000.0,27898000000.0,57294000000.0,28048000000.0,107654600000.0,0.3251527151765085
東急建設,1720,建設業,プライム（内国株式）,JP,2025-03-31,東京都,164644831232.0,1.5725355,26.030151,24.753107,11.200196281725043,0.6059,0.02389937,62.78,59.7,68.98999969730234,293138000000.0,8840000000.0,0.057919998,6631000000.0,0.03509,0.11707,0.3704974208482948,171650000000.0,147299000000.0,216723000000.0,27205000000.0,39666000000.0,27902000000.0,64604400000.0,0.3923864449104166
コムシスホールディングス,1721,建設業,プライム（内国株式）,JP,2025-03-31,東京都,640601948160.0,1.6781151,21.861036,20.491531,14.712759420207584,0.4446,0.021598272,269.77,252.87,228.1500001857412,614631000000.0,45998000000.0,0.09116,30076000000.0,0.053319998,0.08924,0.694975265410483,158748000000.0,137932000000.0,327747000000.0,3009000000.0,38788000000.0,31261000000.0,190881700000.0,0.2979724000969232
日本電技,1723,建設業,スタンダード（内国株式）,JP,2025-03-31,東京都,182117089280.0,4.1105247,,23.52917,9.47294333738646,0.2923,0.012209802,485.78,,292.86813436729824,43061000000.0,9123000000.0,0.33678,6414000000.0,0.0,,0.7467760844079718,13392000000.0,12308000000.0,32681000000.0,543000000.0,7947000000.0,15262000000.0,29972400000.0,0.1645776358412925
シンクレイヤ,1724,建設業,スタンダード（内国株式）,JP,2024-12-31,愛知県,3328544512.0,0.55061686,,7.0669346,6.423412402562518,0.2872,0.0,104.43,,93.31985044685769,11711000000.0,653000000.0,0.04753,547000000.0,0.02307,0.03918,0.5412262156448203,5208000000.0,4433000000.0,7544000000.0,2616000000.0,948000000.0,529000000.0,2706300000.0,0.8130580769592545
ビーアールホールディングス,1726,建設業,プライム（内国株式）,JP,2025-03-31,広島県,23903946752.0,1.5594956,13.894737,20.919176,11.86944779395623,0.6141,0.02935606,25.24,38.0,29.58000007214634,40770000000.0,1953000000.0,0.08604,1268000000.0,0.03246,0.080340005,0.3592635871509312,26868000000.0,22993000000.0,34627000000.0,19036000000.0,1709000000.0,476000000.0,8092200000.0,0.3385298705672083
